Season,Episode,Character,Line,Motion,Polarity,Subjectivity
1,1,Lily," No, you are too old to be scared to open a bottle of champagne!",['(realizing)'],0.05,0.35
1,1,Marshall,I'm not scared.,[],0.0,0.0
1,1,Lily,Then open it!,[],0.0,0.5
1,1,Marshall,Fine  Please open it ,"['(takes bottle. Looks at it for a couple of seconds)', '(hands it to Lily)']",0.20833333333333334,0.5
1,1,Lily,"You are unbelievable, Marshall. No-",['(Scene splits in half and shows both Lily and Marshall on top arguing and Ted and Yasmine on the bottom mingling)'],-0.25,1.0
1,1,Marshall, will you marry me?,['(To Lily)'],0.0,0.0
1,1,Ted, you wanna go out sometime?,['(To Yasmine)'],0.0,0.0
1,1,Lily,"Of course, you idiot! ",['(hugs him and they fall back)'],-1.0,0.8
1,1,Ted,"Sup, Carl?",[],0.0,0.0
1,1,Marshall,I promised Ted we wouldn't do that.,[],0.0,0.0
1,1,Lily,Did you know there's a pop tart under your fridge?,[],0.0,0.0
1,1,Marshall,"No, but dibs. Where's that champagne? I wanna drink a toast with my fiancé.",[],0.0,0.0
1,1,Lily,aww ,['(claps. They kiss)'],0.3,0.9
1,1,Marshall,I don't know why I was so scared of this. Pretty easy right? ,"[""(Pops cork, hit's Lily's eye)""]",0.32301587301587303,0.7896825396825397
1,1,Lily,,['(YELLS)'],0.0,0.0
1,1,Marshall, OH!,['(covers mouth)'],0.0,0.0
1,1,Ted,Why am I freaking out all of a sudden? This is crazy! I'm not ready to settle down.,[],-0.2513888888888889,0.5472222222222222
1,1,Barney, how does Carl land a Lebanese girl?,['(ignoring)'],0.0,0.0
1,1,Ted,"It's always been ""don't even think about it till you're thirty""",[],0.0,0.0
1,1,Barney,Exactly-the guy doesn't even own a suit!,[],0.75,1.0
1,1,Ted,"Plus Marshall's found the love of his life. Even if I was ready, which I'm not, but if I was it's like, ""Okay, I'm ready! Where is she?"" ",['(Spots Robin)'],0.3625,0.525
1,1,Ted,"Hey Barney, see that girl?",[],0.0,0.0
1,1,Barney," Hey, have you met Ted?",['(to Robin)'],0.0,0.0
1,1,Robin,"Let me guess,  Ted?",['(points)'],0.0,0.0
1,1,Marshall,"I'm sorry, Lily. I'm so sorry. Take us to the hospital.",[],-0.5,1.0
1,1,Lily,"Hit me? Please, this guy could barely even spank me in bed for fun. He's all like,  ""Oh, did that hurt?"" and I'm like, ""Come on, let me have it you pansy!""  Wow, complete stranger.","['(hits ice in bag using to cover eye)', '(realizes)']",0.15625,0.42500000000000004
1,1,Ted,So what do you do?,[],0.0,0.0
1,1,Robin,I'm a reporter for Metro News 1.,[],0.0,0.0
1,1,Ted, Oh.,['(nods)'],0.0,0.0
1,1,Robin,"Well, kind of a reporter. I do those dumb little fluff pieces at the end of the news, you know. Like-um-monkey that can play the ukulele. I'm hoping to get some bigger stories soon.",[],-0.012500000000000006,0.5399999999999999
1,1,Ted,"Bigger like, uh, gorilla with an up-right bass? Sorry, you're really pretty.  Oh, your friends don't seem too happy.",['(Robin laughs and waves to her friends)'],0.08,0.8
1,1,Robin,"Yeah, see the one in the middle just got dumped by her boyfriend so tonight every guy is... ""The enemy"".",[],0.0,0.0
1,1,Ted,You know if you don't make your friend feel better you could throw a drink at my face. I don't mind.,[],0.5,0.5
1,1,Robin,She would love that! It does look fun in the movies.,[],0.4625,0.4
1,1,Ted,"Hey, you wanna have dinner with me Saturday night?",[],0.0,0.0
1,1,Robin,"Oh, I can't. I'm going to Orlando for a week on Friday. Some guys attempting to make a big  so my news is covering it.",['(cut)'],0.0,0.1
1,1,Ted,That's going to take a week?,[],0.0,0.0
1,1,Robin,"Yeah, he's going to eat it too, it's another record.",[],0.0,0.0
1,1,Ted,"Uh, I know this is a long shot, but how about tomorrow night?",[],-0.05,0.4
1,1,Robin," Yeah,  What the hell  JERK!  that was fun.","['(stops)', '(agrees)', ""(passes number to Ted. Throws drink on Ted's face)"", '(Walks away. Whispers)']",0.3,0.2
1,1,Barney, De-wait for it-nied! Denied!,['(comes back laughing)'],0.0,0.0
1,1,Ted,We're going out tomorrow night.,[],0.0,0.0
1,1,Barney,I thought we were playing laser tag tomorrow night?,[],0.0,0.0
1,1,Ted,"Yeah, I was never going to go play laser tag. ",['(Wipes alcohol off his face)'],0.0,0.0
1,1,Robin,Wow that is one bad-ass blue French horn.,[],0.03333333333333333,0.3666666666666667
1,1,Ted,Yeah.,[],0.0,0.0
1,1,Robin,Mhmm.,[],0.0,0.0
1,1,Ted,Sort of looks like a... Smurf pen1s.,[],0.0,0.0
1,1,Marshall,Lilly?,[],0.0,0.0
1,1,Lily,How long have you been sitting there!? Stupid eye patch.,[],-0.43124999999999997,0.7
1,1,Ted,"Mom, dad, I have found the future Mrs. Ted Mosby! Marshall, how have I always described my perfect woman?",[],0.5,0.5625
1,1,Marshall,Oh let's see  she likes dogs?,['(thinks)'],0.0,0.0
1,1,Robin,I've got five dogs.,[],0.0,0.0
1,1,Robin,I love a scotch that's old enough to order its own scotch.,[],0.3,0.575
1,1,Marshall,"Can quote obscure lines from ""Ghostbusters""?",[],0.0,0.0
1,1,Robin,"Ray, when someone asks you if you're a god you say, ""Yes!""",[],0.0,0.0
1,1,Ted,And I'm saving the best for last.,[],0.5,0.18333333333333332
1,1,Robin,Do you want these?  I hate olives.,['(Holding up remaining olives from her plate)'],-0.8,0.9
1,1,Marshall,She hates olives! Awesome!,[],1.0,1.0
1,1,Lily,The olive theory.,[],0.0,0.0
1,1,Ted,"The olive theory is based on my friends, Marshall and Lily. He hates olives, she loves them. In a weird way that's what makes them such a great couple. A Perfect balance .",['(eats olive)'],0.325,0.8125
1,1,Robin,"You know, I've had a jar of olives just sitting in my fridge forever.",[],0.0,0.0
1,1,Ted, I can take them off your hands.,['(flirting)'],0.0,0.0
1,1,Robin, they're all yours.,['(flirting back)'],0.0,0.0
1,1,Marshall,"Oh, it is on! It is on  till the break of dawn.",['(imitates robot)'],0.0,0.0
1,1,Lily,"wait, it's only the break of ten-thirty. What happened?",[],0.0,1.0
1,1,Robin,"I've gotta get one of those blue French horns for over my fireplace. It's gotta be blue, it's gotta be French.",[],0.0,0.05
1,1,Ted,No Green Clarinet?,[],0.1,0.3
1,1,Robin,No.,[],0.0,0.0
1,1,Ted,"Come on, no purple tuba?",[],0.0,0.0
1,1,Robin,"It's a smurf pen1s, we're no dice.",[],0.0,0.0
1,1,Robin,"Um, alright. I'll be right there.  I'm sorry. I had a really great time tonight.",['(To Ted)'],0.19523809523809524,0.7619047619047619
1,1,Marshall,So? Did you kiss her?,[],0.0,0.0
1,1,Ted,"No. The moment wasn't right.  Look, this woman could be my future wife; I want our first kiss to be amazing.",['(They sigh)'],0.2839285714285714,0.47351190476190474
1,1,Lily,"Aww, Ted that's so sweet. So you chickened out like the little bitch.",[],0.15416666666666665,0.6833333333333332
1,1,Ted,What? I did not chicken out! You know what? I don't need to take first kiss advice from some pirate who hasn't been single since the first week of college.,[],0.20089285714285715,0.45773809523809517
1,1,Lily,"Ted, anyone who's single would tell you the same thing. Even the dumbest single person alive, and if you don't believe me...call him.",[],-0.010714285714285711,0.23839285714285716
1,1,Barney," Hey loser, how's not playing laser tag? Because playing laser tag is awesome! Oh, I killed you Connor; don't make me get your mom!",['(Phone)'],0.375,0.5
1,1,Ted,"Hey, listen. I need your opinion on something.",[],0.0,0.0
1,1,Barney,"Okay, meet me at the bar in fifteen minutes-AND SUIT UP!",[],0.625,0.5
1,1,Ted,So these guys think I chickened out. What do you think?,[],0.0,0.0
1,1,Barney,I can't believe you're still not wearing a SUIT!,[],0.0,0.0
1,1,Ted,She didn't even give me the signal.,[],0.0,0.0
1,1,Barney,"What is she goanna-is she goanna bat her eyes at you in Morse code ?? Ted  Kiss me-No, you just kiss her!","['(bats eyes)', '(bats eyes)']",0.0,0.0
1,1,Ted,Not if you don't get the signal.,[],0.0,0.0
1,1,Barney,Ee- Did Marshall give me the signal?,['(Kisses Marshal)'],0.0,0.0
1,1,Marshall,"No!  I didn't, I swear.",['(To Lily)'],0.0,0.0
1,1,Barney,"But see-at least, tonight, I get to sleep knowing, Marshall and Me... never going to happen. You should've kissed her.",[],-0.3,0.4
1,1,Ted,"Urgh, I should've kissed her. What about when she gets back from Orlando?",[],0.0,0.0
1,1,Barney,A week? That's like-a year in hot girl time. She'll forget all about you. Mark my words: you will never see that one again.,[],0.25,0.8500000000000001
1,1,Ted,There she is...,[],0.0,0.0
1,1,Lily,"Ooo. She's cute!  Hey Carl, turn it up!",['(To Carl)'],0.78125,1.0
1,1,Robin,"...persuaded him to reconsider at which point the man came down off the ledge, giving this bizarre story a happy ending. Reporting from",['(on TV)'],0.34814814814814815,0.6296296296296297
1,1,Marshall,"Huh, guy didn't jump",[],0.0,0.0
1,1,Robin," Metro One News, back to you bill.",['(on TV)'],0.0,0.0
1,1,Ted,I'm goanna go kiss her. Right now.,[],0.2857142857142857,0.5357142857142857
1,1,Marshall,"Oh-Dude, it's midnight. As your future lawyer I'm goanna advise you: that's freakin' crazy!",[],-0.375,0.5125
1,1,Ted,"I never do anything crazy! I'm always waiting for the moment! Planning the moment! Well she's leaving tomorrow this may be the only moment I'm goanna get! I gotta do what that guy couldn't, I gotta take the leap! Okay not a perfect metaphor, for me it's fall in love and get married-for him it's... death.",[],-0.1,0.8
1,1,Barney,"Actually, that is a perfect metaphor. By the way, did I congratulate you two? ",['(Raises glass to Lily and Marshall)'],0.5,0.55
1,1,Ted,I'm doing this. ,['(Starts to leave)'],0.0,0.0
1,1,Lily,Let's go ,['(pulls Marshall up)'],0.0,0.0
1,1,Marshall,Word up!,[],0.0,0.0
1,1,Lily,We're coming with you.,[],0.0,0.0
1,1,Barney,"Alright, but under one condition.",[],0.0,0.0
1,1,Barney," look at you, you beautiful b*st*rd, you suited up! This is totally going in my blog!",['(happy)'],0.5,0.875
1,1,Ted, Stop the car. Uh-pull over right here. I gotta do something.,['(To Ranjit-Cabdriver)'],0.2857142857142857,0.5357142857142857
1,1,Ted,"Excuse me, pardon me.  Enjoy your coffee. ","['(grabs the Blue French Horn)', '(Runs away)']",0.17500000000000002,0.275
1,1,Ted,"go, go, GO!  Everybody brings flowers.",['(looks to his friends. Shrugs)'],0.0,0.0
1,1,Ted, Okay. Moment of truth. Wish me luck. ,"['(Exhales)', '(Exhales)']",0.5,0.5
1,1,Barney,Ted's goanna get it on with a TV reporter  This just in. Okay ,"['(nods. Laughs.)', '(holds hand up for high-fives)']",0.5,0.5
1,1,Lily,"Kiss her, Ted. Kiss her good.",[],0.7,0.6000000000000001
1,1,Marshall,Kiss the crap out of that girl,[],-0.8,0.8
1,1,Ted,"Marshall, remember this night. When you're the best man at our wedding and you give a speech, you're goanna tell this story. ",['(exits cab)'],1.0,0.3
1,1,Barney,Why does he get to be the best man?  I'M YOUR BEST FRIEND!,['(Shouts out)'],1.0,0.3
1,1,Ted,"Not good, not good, not good, not good.",[],-0.35,0.6000000000000001
1,1,Lily,No!,[],0.0,0.0
1,1,Marshall,Go back in there!,[],0.0,0.0
1,1,Barney,You're wearing a suit!,[],0.0,0.0
1,1,Robin, Ted?,['(from window)'],0.0,0.0
1,1,Ted,Hi!  I was just uh-,"['(Silence)', '(hold up Smurf pen1s, aka French Horn)']",0.0,0.0
1,1,Robin,Come on up.,[],0.0,0.0
1,1,Marshall,He's in.,[],0.0,0.0
1,1,Barney,"So,  Ranjit... you must've done it with a Lebanese girl.",['(looks to the cabdriver)'],0.0,0.0
1,1,Lily,Okay-that's my Barney Limit.  I'm goanna see if that Bodega has a bathroom. ,"['(Starts to leave the cab)', '(Leaves)']",0.0,0.0
1,1,Barney,The women hot there?,[],0.25,0.8500000000000001
1,1,Barney, Simple no would have sufficed.  She's lovely.,"['(Whispers to Marshall)', '(To Ranjit)']",0.25,0.5535714285714286
1,1,Robin,"So, Ted. What brings you back to Brooklyn at one in the morning in a-suit.",[],0.0,0.0
1,1,Ted,I was just hoping to get those olives... that you said I could have.,[],0.0,0.0
1,1,Robin,Would you like those olives with some Gin and Vermouth?,[],0.0,0.0
1,1,Ted,Are you trying to get me drunk?,[],-0.5,1.0
1,1,Robin,For starters ,['(turns music on. Leaves to the kitchen)'],0.0,0.0
1,1,Ted, Thank you.,['(Looks up and mouths)'],0.0,0.0
1,1,Barney,"So, Marshall. This ""Olive Theory"" based on you and Lily?",[],0.0,0.0
1,1,Marshall,Yeah...,[],0.0,0.0
1,1,Barney,"You hate olives? Lily loves them, you can't stand them.",[],-0.8,0.9
1,1,Marshall,"Yeah, hate olives.",[],-0.8,0.9
1,1,Barney,"Two weeks ago, Spanish bar on 79th Street, dish of olives-you had some. What up?",[],0.0,0.0
1,1,Marshall, You have to swear that this does not leave this cab.,['(looks around for sign of Lily)'],0.0,0.0
1,1,Barney,I swear.,[],0.0,0.0
1,1,Marshall,"On our first date, I ordered a Greek salad; Lily asked if she could have my olives. I said, ""Sure... I hate olives.""",[],-0.012500000000000011,0.5305555555555556
1,1,Barney,But you like olives!,[],0.0,0.0
1,1,Marshall,"Well, I was eighteen, okay? I was a virgin. Been waiting for my whole life for a pretty girl to want my olives.",[],0.31666666666666665,0.6333333333333333
1,1,Barney,"Marshall, I'm going to get you an early wedding present. Don't get married.",[],0.11666666666666665,0.18333333333333335
1,1,Robin,"I think I like your ""Olive Theory"".",[],0.0,0.0
1,1,Ted,I think I like your French Horn.,[],0.0,0.0
1,1,Robin,I think I like your nose.,[],0.0,0.0
1,1,Ted,I think I'm in love with you.,[],0.5,0.6
1,1,Barney,rshall and Barney: What?,[],0.0,0.0
1,1,Robin,What?,[],0.0,0.0
1,1,Barney,"Come on man, you said your stomach's been hurting, right? You know what that is! Hunger. You're hungry for experience. Hungry for something new. Hungry for olives. But you're too scared to do anything about it.",[],0.24675324675324672,0.4951298701298701
1,1,Marshall,"Yeah, I'm scared, okay? But when I think about spending the rest of my life with Lily... committing forever, no other women  doesn't scare me at all. I'm marrying that girl.  Lily. Lily, I like olives.","['(Lily appears behind Marshall in the open window)', '(Lily pops her head in from the window. Marshall turns around)']",0.28125,0.4375
1,1,Lily,We'll make it work. ,['(They kiss.)'],0.0,0.0
1,1,Ted,"So Orlando, you goanna hit Disney World?",[],0.0,0.0
1,1,Robin,You love me?,[],0.5,0.6
1,1,Ted,"Oh, god, I can't believe I said that. Why did I say that? Who says that? I should just go. ",['(Gets up)'],0.0,0.0
1,1,Robin,Hold on.  Wait a minute.  Promised you these.,"['(Gets up)', '(Hands him Olives)']",0.0,0.0
1,1,Ted,Olives. Thanks. I love you. What's wrong with me?,[],0.06666666666666665,0.5666666666666668
1,1,Barney,"Why are we still sitting here? Let's go! We can still make last call. What do you say Lil?  Yo, ho ho and a bottle o' rum?  'Cuz you're a pirate...","['(Pirate Accent)', '(Silence)']",0.0,0.06666666666666667
1,1,Lily,"Okay, eye patch gone- And we can't just abandon Ted. If it doesn't go well up there he's gonna need some support.",['(takes eye patch off and throws it at Barney)'],0.5,0.5
1,1,Marshall,It's been like twenty minutes. You think they're doin' it?,[],0.0,0.0
1,1,Barney,You think they're doing it in front of the dogs?,[],0.0,0.0
1,1,Marshall,Doggie style. ,['(Laughs)'],0.0,0.0
1,1,Barney,I had this girl in college; she had a golden retriever-,[],0.3,0.5
1,1,Lily,"Okay, we can go to the bar, just stop talking.",[],0.5,0.5
1,1,Barney,Hit it Ranjit. ,['(They drive off)'],0.0,0.0
1,1,Ted,"So when you tell this story to your friends, could you avoid the word ""psycho""? I prefer...eccentric.",[],0.0,0.0
1,1,Robin,"Good night, psycho . ","['(smiles)', '(Ted sarcastically clutches heart. Realizes friends left him)']",0.7,0.6000000000000001
1,1,Ted,Great  Umm... how do I get to the F Train?,['(before Robin closes the door)'],0.8,0.75
1,1,Robin,"Oh, um-two blocks  that way  and take a right.","['(comes out)', '(points)']",0.2857142857142857,0.5357142857142857
1,1,Ted," Thanks.  You know what? . I'm done being single. I'm not good at it. Look, obviously you can't tell a woman you just met you love her. But... it sucks that you can't. I'll tell you something though, if a woman-not you... just some hypothetical woman-were to bare with me through all this. I think I'd make a damn good husband. Because that's the stuff I'd be good at. Stuff like making her laugh and being a good father... and walking her five hypothetical dogs. Being a good kisser.","['(upset/tired)', '(Walks down the steps. Robin begins to walk in)', '(Robin stops. Ted turns around)']",0.2607142857142857,0.41785714285714287
1,1,Robin,Everyone thinks they're a good kisser.,[],0.7,0.6000000000000001
1,1,Ted,"Oh, I've got references.",[],0.0,0.0
1,1,Robin,"Good night, Ted. ",['(Shake hands.)'],0.7,0.6000000000000001
1,1,Ted,And I'm a good hand shaker,[],0.7,0.6000000000000001
1,1,Robin,that's a pretty great hand shake. ,['(Looks him in the eyes)'],0.525,0.875
1,1,Ted,"And that was it, probably never see her again.  What?",['(Silence)'],0.0,0.0
1,1,Marshall,That was the signal!,[],0.0,0.0
1,1,Lily,That long lingering handshake-you should've kissed her!,[],-0.0625,0.4
1,1,Barney,There's no such thing as the signal. But yeah-that was the signal.,[],0.0,0.5
1,1,Ted,Carl!?  You guys weren't there.,['(turns to friends)'],0.0,0.0
1,1,Lily,I am so turned on right now.,[],0.2857142857142857,0.5357142857142857
1,1,Ted,"Guys, trust me. I've seen the signal. That was not the signal.",[],0.0,0.0
1,1,Barney,"Yeah Ted, we're not on you anymore.",[],0.0,0.0
1,1,Marshall, To my fiancé!,['(Toasting)'],0.0,0.0
1,1,Lily, to the future!,['(smiles)'],0.0,0.125
1,1,Ted,That was not the signal!,[],0.0,0.0
1,2,Barney,"I suggest we play a little game I like to call, ""Have you Met Ted?""",[],-0.29375,0.45
1,2,Ted,"No, no, no-we're not playing ""Have you Met Ted!""",[],0.0,0.0
1,2,Barney, Hi! Have you met Ted? ,"[""(Taps Robin's shoulder)"", '(Leaves)']",0.0,0.0
1,2,Ted,I think I'm in love with you.,[],0.5,0.6
1,2,Robin,What?,[],0.0,0.0
1,2,Marshall,"So you're not goanna call her? You went from, ""I think I'm in love with you"" to ""I'm not gonna call her?""",[],0.5,0.6
1,2,Ted,"I wasn't in love with her, okay? I was briefly in love with the abstract idea of getting married! That had absolutely nothing to do with Robin.  Robin!",['(Finds Lily and Robin chatting at a table.)'],0.4125,0.5700000000000001
1,2,Robin,Hey!,[],0.0,0.0
1,2,Lily,Look who I ran into!,[],0.0,0.0
1,2,Ted,Since when do you guys know each other?,[],-0.125,0.375
1,2,Robin,"Uh... since about  here. Lily recognized me from the news and- Hello, Sailor!","['(points to glass)', '(Lily and Marshall kiss)']",0.0,0.0
1,2,Ted,They just got engaged.,[],0.0,0.0
1,2,Robin,"Well, I should get back to the station. See you guys.  Nice seeing you, Ted.",['(Marshall raises a hand while still kissing Lily)'],0.3,0.5
1,2,Ted,"Yeah, you too.  Damn it.","['(Robin leaves, Barney walks closer)']",0.0,0.0
1,2,Lily,What?,[],0.0,0.0
1,2,Ted,I'm in love with her.,[],0.5,0.6
1,2,Barney, No! As your sponsor I will not let you relapse. You blew it; it's over-move on.,['(hits him)'],0.0,0.0
1,2,Ted,I don't know! I just have this feeling. She's the future Mrs. Ted Mosby.,[],0.0,0.125
1,2,Ted,"Lily, you squeaked?",[],0.0,0.0
1,2,Ted,"She said something about me didn't she? Come on, spill it, Red.",[],0.0,0.0
1,2,Lily,Fine!,[],0.5208333333333334,0.5
1,2,Lily,So what do we think of Ted?,[],0.0,0.0
1,2,Robin, Ted's something else.,['(laughs)'],0.0,0.0
1,2,Ted,"Huh... I'm gonna spin that as good. Lots of guys are ""something"", I'm ""something else"".",[],0.7,0.6000000000000001
1,2,Robin,Comes on a little strong.,[],0.12291666666666665,0.6166666666666667
1,2,Ted,But...that's part of my charm.,[],0.0,0.0
1,2,Lily,But that's part of his charm.,[],0.0,0.0
1,2,Robin,"Oh, totally. I mean, he's sweet, he's charming, he's just looking for something a little bit more serious than I am. I mean the most I can handle right now is something casual. This just stays between us, right?",[],0.08869047619047618,0.648160173160173
1,2,Lily,Are you kidding? This flapper-for knocks.,[],0.0,0.0
1,2,Lily, Oops...,['(shy)'],0.0,0.0
1,2,Ted,"She wants casual. Okay, I'll be casual. I'm gonna be a mushroom cloud of casual. You know why? Cause it's a game! I wanted to skip to the end and do the ""happily ever after"" thing but you don't get there unless you play the game.",[],-0.11250000000000003,0.625
1,2,Marshall,So're you gonna ask her out?,[],0.0,0.0
1,2,Ted,"Yeah-No! I can't ask her out, because if I ask her out I'm asking her out. So how do I ask her out, without asking her out? ",['(thinks)'],0.0,0.0
1,2,Lily,Did you guys get high?,[],0.16,0.5399999999999999
1,2,Ted,I got it! I don't ask her out... I invite her to our party next Friday.,[],0.0,0.0
1,2,Marshall,We're having a party next Friday?,[],0.0,0.0
1,2,Ted,We are now-Casual,[],0.0,0.0
1,2,Barney,"Yeah, cuz nothing says ""Casual"" like inviting a hundred people over just to ""Mac"" on one girl. Oh, and Lily-that's my leg.",[],-0.5000000000000001,0.8666666666666667
1,2,Lily,You waited five minutes to tell me that?,[],0.0,0.0
1,2,Marshall,Alright-so call her up!,[],0.0,0.0
1,2,Ted,"No-calling's not casual! I just gotta bump into her somewhere. If only I knew her schedule I could arrange a ""chance"" encounter.",[],0.15625000000000003,0.9333333333333333
1,2,Lily,"that's great, Ted. You'll be the most ""Casual"" stalker ever.",[],0.26666666666666666,0.7055555555555556
1,2,Marshall,"Baby, no. I have a twenty-five paged paper on unconstitutional law due on Monday, I barely started,",[],-0.0375,0.2375
1,2,Lily,"Hey, I'm just sitting here. Wearing my ring... my beautiful ring. Kind of makes wearing other stuff seem wrong. Like my shirt. Kind of don't wanna wear my shirt anymore. Or... my underwear. Oh-that's right-I'm not wearing any.",[],0.285,0.8150000000000001
1,2,Marshall, No underwear?,['(Closes laptop screen)'],0.0,0.0
1,2,Lily,Not slightly.,[],0.08333333333333333,0.16666666666666666
1,2,Ted,"Guys, boundaries! There she is!",[],0.0,0.0
1,2,Robin," Thanks Bill, I'm reporting from the Razzle Dazzle Supermarket on 75th in Columbus",['(on TV)'],0.2,0.2
1,2,Ted,75th in Columbus.  Game on! ,"['(Gets up and grabs coat)', '(Leaves)']",-0.5,0.4
1,2,Robin,"where four year old, Leroy Ellensburg, climbed inside a grab a prize machine  and gotten stuck.",['(You see child stuck in toy machine)'],0.1,0.2
1,2,Robin,"And on the pursuit of a stuffed purple giraffe.  From Metro News One, I'm Robin Scherbatsky. ","['(Ted appears behind her, leaves nervously)', '(News report ends)']",0.0,0.0
1,2,Robin, Thanks.  Ted?,"['(To cameraman)', '(Notices Ted)']",0.2,0.2
1,2,Ted," Robin, wow! What are the odds?",['(Turns around nonchalant)'],0.125,1.0
1,2,Robin,What are you doing here?,[],0.0,0.0
1,2,Ted,"Oh, you know, just-uh-Shopping for-uh-dip  I love dip... I mean I don't love dip, I like dip. As a friend, you know. So-uh-hey, you-uh-reporting a news story or something? ","['(holds dip)', '(puts dip back)']",0.22916666666666666,0.6291666666666668
1,2,Robin,"Yeah, kid stuck in a crane machine, how sweet of you to call it news.",[],0.35,0.65
1,2,Ted,"Wow, kid in a crane machine  You just had to have that toy didn't ya? Couldn't play the game like everyone else.",['(approached machine. To boy)'],-0.15000000000000002,0.7
1,2,Ted,"Cute kid  Um yeah it's f-it's so funny running into your we're having a party next Friday if-if you like swinging by! But, you know, whatever.",['(wipes forehead)'],0.25,0.6666666666666666
